rank_among_missing,simplified,zipf,pinyin,meaning_cedict,in_cedict
956,演出,4.84,yan3 chu1,"to act (in a play); to perform; to put on (a performance); performance; concert; show; CL:場|场[chang3],次[ci4]",yes
957,澳洲,4.84,Ao4 zhou1,Australia (abbr. for 澳大利亞洲|澳大利亚洲[Ao4 da4 li4 ya4 Zhou1]),yes
958,照顾,4.84,zhao4 gu5,to take care of; to show consideration; to attend to; to look after,yes
959,百度,4.84,Bai3 du4,"Baidu, Internet portal and search engine, www.baidu.com, listed as BIDU on NASDAQ since 1999",yes
960,竟然,4.84,jing4 ran2,unexpectedly; to one's surprise; in spite of everything; in that crazy way; actually; to go as far as to,yes
961,股份,4.84,gu3 fen4,a share (in a company); stock,yes
962,西部,4.84,xi1 bu4,western part,yes
963,角度,4.84,jiao3 du4,angle; point of view,yes
964,试图,4.84,shi4 tu2,to attempt; to try,yes
965,采访,4.84,cai3 fang3,to interview; to gather news; to hunt for and collect; to cover,yes
966,随后,4.84,sui2 hou4,soon after,yes
967,颜色,4.84,yan2 se4,color; countenance; appearance; facial expression; pigment; dyestuff,yes
968,丈夫,4.83,zhang4 fu5,husband,yes
969,不行,4.83,bu4 xing2,won't do; be out of the question; be no good; not work; not be capable,yes
970,交换,4.83,jiao1 huan4,to exchange; to swap; to switch (telecom); commutative (math); to commute,yes
971,体验,4.83,ti3 yan4,to experience for oneself,yes
972,别的,4.83,bie2 de5,else; other,yes
973,参考,4.83,can1 kao3,consultation; reference; to consult; to refer,yes
974,基于,4.83,ji1 yu2,because of; on the basis of; in view of; on account of,yes
975,大多数,4.83,da4 duo1 shu4,(great) majority,yes
976,天天,4.83,tian1 tian1,every day,yes
977,巴西,4.83,Ba1 xi1,Brazil,yes
978,思考,4.83,si1 kao3,to reflect on; to ponder over,yes
979,恐怖,4.83,kong3 bu4,terrible; frightful; frightening; terror; terrorist,yes
980,授权,4.83,shou4 quan2,to authorize,yes
981,播放,4.83,bo1 fang4,to broadcast; to transmit (by radio or TV),yes
982,有趣,4.83,you3 qu4,interesting; fascinating; amusing,yes
983,武装,4.83,wu3 zhuang1,arms; equipment; to arm; military; armed (forces),yes
984,爆炸,4.83,bao4 zha4,explosion; to explode; to blow up; to detonate,yes
985,第三,4.83,,,no
986,等待,4.83,deng3 dai4,to wait; to wait for,yes
987,组合,4.83,zu3 he2,to assemble; to combine; to compose; combination; association; set; compilation; (math.) combinatorial,yes
988,经典,4.83,jing1 dian3,"the classics; scriptures; classical; classic (example, case etc); typical",yes
989,绿色,4.83,lu:4 se4,green,yes
990,至于,4.83,zhi4 yu2,as for; as to; to go so far as to,yes
991,计算机,4.83,ji4 suan4 ji1,computer; (Tw) calculator; CL:臺|台[tai2],yes
992,财富,4.83,cai2 fu4,wealth; riches,yes
993,越南,4.83,Yue4 nan2,Vietnam,yes
994,适应,4.83,shi4 ying4,to adapt; to fit; to suit,yes
995,一只,4.82,,,no
996,一群,4.82,,,no
997,事实上,4.82,shi4 shi2 shang4,in fact; in reality; actually; as a matter of fact; de facto; ipso facto,yes
998,南部,4.82,nan2 bu4,southern part,yes
999,即将,4.82,ji2 jiang1,about to; on the point of; soon,yes
1000,周年,4.82,zhou1 nian2,anniversary; annual,yes
1001,对待,4.82,dui4 dai4,to treat; treatment,yes
1002,尝试,4.82,chang2 shi4,to try; to attempt; CL:次[ci4],yes
1003,居住,4.82,ju1 zhu4,to reside; to dwell; to live in a place; resident in,yes
1004,房子,4.82,fang2 zi5,"house; building (single- or two-story); apartment; room; CL:棟|栋[dong4],幢[zhuang4],座[zuo4],套[tao4],間|间[jian1]",yes
1005,报纸,4.82,bao4 zhi3,"newspaper; newsprint; CL:份[fen4],期[qi1],張|张[zhang1]",yes
1006,指挥,4.82,zhi3 hui1,to conduct; to command; to direct; conductor (of an orchestra); CL:個|个[ge4],yes
1007,方便,4.82,fang1 bian4,convenient; suitable; to facilitate; to make things easy; having money to spare; (euphemism) to relieve oneself,yes
1008,既然,4.82,ji4 ran2,since; as; this being the case,yes
1009,泰国,4.82,Tai4 guo2,Thailand,yes
1010,病毒,4.82,bing4 du2,virus,yes
1011,连结,4.82,lian2 jie2,variant of 聯結|联结[lian2 jie2]; (Tw) link (on a website); hyperlink,yes
1012,配合,4.82,pei4 he2,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in,yes
1013,首都,4.82,shou3 du1,capital (city); CL:個|个[ge4],yes
1014,黑人,4.82,hei1 ren2,black person; an illegal,yes
1015,中国共产党,4.81,Zhong1 guo2 Gong4 chan3 dang3,Communist Party of China,yes
1016,之下,4.81,zhi1 xia4,under; beneath; less than,yes
1017,互相,4.81,hu4 xiang1,each other; mutually; mutual,yes
1018,人民币,4.81,ren2 min2 bi4,Renminbi (RMB); Chinese Yuan (CNY),yes
1019,俱乐部,4.81,ju4 le4 bu4,(loanword) club (the organization or its premises),yes
1020,十年,4.81,,,no
1021,司法,4.81,si1 fa3,judicial; (administration of) justice,yes
1022,天气,4.81,tian1 qi4,weather,yes
1023,完善,4.81,wan2 shan4,"(of systems, facilities etc) comprehensive; well-developed; excellent; to refine; to improve",yes
1024,建造,4.81,jian4 zao4,to construct; to build,yes
1025,意外,4.81,yi4 wai4,unexpected; accident; mishap; CL:個|个[ge4],yes
1026,感情,4.81,gan3 qing2,emotion; sentiment; affection; feelings between two persons,yes
1027,承诺,4.81,cheng2 nuo4,to promise; to undertake to do something; commitment,yes
1028,污染,4.81,wu1 ran3,to pollute; to contaminate (lit. and fig.),yes
1029,疾病,4.81,ji2 bing4,disease; sickness; ailment,yes
1030,究竟,4.81,jiu1 jing4,to go to the bottom of a matter; after all; when all is said and done; (in an interrogative sentence) finally; outcome; ,yes
1031,答案,4.81,da2 an4,answer; solution; CL:個|个[ge4],yes
1032,红色,4.81,hong2 se4,red (color); revolutionary,yes
1033,背后,4.81,bei4 hou4,behind; at the back; in the rear; behind sb's back,yes
1034,能源,4.81,neng2 yuan2,energy sources; energy,yes
1035,自杀,4.81,zi4 sha1,to kill oneself; to commit suicide; to attempt suicide,yes
1036,西藏,4.81,Xi1 zang4,see 西藏自治區|西藏自治区[Xi1 zang4 Zi4 zhi4 qu1],yes
1037,讲话,4.81,jiang3 hua4,a speech; to speak; to talk; to address; CL:個|个[ge4],yes
1038,详细,4.81,xiang2 xi4,detailed; in detail; minute,yes
1039,领袖,4.81,ling3 xiu4,leader,yes
1040,马上,4.81,ma3 shang4,at once; right away; immediately; on horseback (i.e. by military force),yes
1041,下降,4.80,xia4 jiang4,to decline; to drop; to fall; to go down; to decrease,yes
1042,不久,4.80,bu4 jiu3,not long (after); before too long; soon; soon after,yes
1043,东部,4.80,dong1 bu4,the east; eastern part,yes
1044,两种,4.80,,,no
1045,乡村,4.80,xiang1 cun1,rustic; village; countryside,yes
1046,决议,4.80,jue2 yi4,a resolution; to pass a resolution,yes
1047,原本,4.80,yuan2 ben3,originally; original,yes
1048,及时,4.80,ji2 shi2,timely; at the right time; promptly; without delay,yes
1049,地址,4.80,di4 zhi3,address; CL:個|个[ge4],yes
1050,增强,4.80,zeng1 qiang2,to increase; to strengthen,yes
1051,如下,4.80,ru2 xia4,as follows,yes
1052,妹妹,4.80,mei4 mei5,younger sister; young woman; CL:個|个[ge4],yes
1053,尚未,4.80,shang4 wei4,not yet; still not,yes
1054,工资,4.80,gong1 zi1,wages; pay; CL:份[fen4],yes
1055,所有人,4.80,suo3 you3 ren2,everyone; owner,yes
1056,掌握,4.80,zhang3 wo4,"to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand s",yes
1057,收集,4.80,shou1 ji2,to gather; to collect,yes
1058,暴力,4.80,bao4 li4,violence; force; violent,yes
1059,期待,4.80,qi1 dai4,to look forward to; to await; expectation,yes
1060,生存,4.80,sheng1 cun2,to exist; to survive,yes
1061,赢得,4.80,ying2 de2,to win; to gain,yes
1062,马来西亚,4.80,Ma3 lai2 xi1 ya4,Malaysia,yes
1063,办理,4.79,ban4 li3,to handle; to transact; to conduct,yes
1064,动态,4.79,dong4 tai4,movement; motion; development; trend; dynamic (science),yes
1065,发射,4.79,fa1 she4,to shoot (a projectile); to fire (a rocket); to launch; to emit (a particle); to discharge; emanation; emission,yes
1066,可爱,4.79,ke3 ai4,adorable; cute; lovely,yes
1067,启动,4.79,qi3 dong4,to start (a machine); (fig.) to set in motion; to launch (an operation); to activate (a plan),yes
1068,在线,4.79,zai4 xian4,"online; connected to the Internet; (fig.) (coll.) (of a person) mentally focused; engaged; (of skills, performance etc) ",yes
1069,外交,4.79,wai4 jiao1,diplomacy; diplomatic; foreign affairs; CL:個|个[ge4],yes
1070,婚姻,4.79,hun1 yin1,"marriage; matrimony; CL:樁|桩[zhuang1],次[ci4]",yes
1071,将军,4.79,Jiang1 jun1,(common place name),yes
1072,总结,4.79,zong3 jie2,to sum up; to conclude; summary; résumé; CL:個|个[ge4],yes
1073,成熟,4.79,cheng2 shu2,mature; ripe; to mature; to ripen; Taiwan pr. [cheng2shou2],yes
1074,数学,4.79,shu4 xue2,mathematics,yes
1075,有着,4.79,you3 zhe5,to have; to possess,yes
1076,条例,4.79,tiao2 li4,regulations; rules; code of conduct; ordinances; statutes,yes
1077,植物,4.79,zhi2 wu4,plant; vegetation; CL:種|种[zhong3],yes
1078,深入,4.79,shen1 ru4,to penetrate deeply; thorough,yes
1079,科学家,4.79,ke1 xue2 jia1,scientist; CL:個|个[ge4],yes
1080,突破,4.79,tu1 po4,to break through; to make a breakthrough; to surmount (an obstacle); (sports) to break through the opponent's defense,yes
1081,简直,4.79,jian3 zhi2,simply; really,yes
1082,简称,4.79,jian3 cheng1,to be abbreviated to; abbreviation; short form,yes
1083,航空,4.79,hang2 kong1,aviation,yes
1084,讨厌,4.79,tao3 yan4,to dislike; to loathe; disagreeable; troublesome; annoying,yes
1085,证券,4.79,zheng4 quan4,negotiable security (financial); certificate; stocks and bonds,yes
1086,请求,4.79,qing3 qiu2,to request; to ask; request (CL:個|个[ge4]),yes
1087,财政,4.79,cai2 zheng4,public finance; government finance,yes
1088,这一,4.79,,,no
1089,追求,4.79,zhui1 qiu2,to pursue (a goal etc) stubbornly; to seek after; to woo,yes
1090,逻辑,4.79,luo2 ji5,(loanword) logic,yes
1091,集体,4.79,ji2 ti3,collective (decision); joint (effort); a group; a team; en masse; as a group,yes
1092,顺利,4.79,shun4 li4,smoothly; without a hitch,yes
1093,麻烦,4.79,ma2 fan5,trouble; inconvenience; inconvenient; troublesome; annoying; to bother sb; to put sb to trouble,yes
1094,一座,4.78,,,no
1095,云南,4.78,Yun2 nan2,see 雲南省|云南省[Yun2 nan2 Sheng3],yes
1096,伦敦,4.78,Lun2 dun1,"London, capital of United Kingdom",yes
1097,党员,4.78,dang3 yuan2,party member,yes
1098,具备,4.78,ju4 bei4,to possess; to have; equipped with; able to fulfill (conditions or requirements),yes
1099,厉害,4.78,li4 hai5,"(used to describe sb or sth that makes a very strong impression, whether favorable or unfavorable) terrible; intense; se",yes
1100,司机,4.78,si1 ji1,chauffeur; driver,yes
1101,周围,4.78,zhou1 wei2,environs; surroundings; periphery,yes
1102,咨询,4.78,zi1 xun2,variant of 諮詢|咨询[zi1 xun2],yes
1103,多久,4.78,duo1 jiu3,(of time) how long?; (not) a long time,yes
1104,意大利,4.78,Yi4 da4 li4,Italy,yes
1105,提醒,4.78,ti2 xing3,to remind; to call attention to; to warn of,yes
1106,暂时,4.78,zan4 shi2,temporary; provisional; for the time being,yes
1107,沟通,4.78,gou1 tong1,to join; to connect; to link up; to communicate,yes
1108,策略,4.78,ce4 lu:e4,strategy; tactics; crafty; adroit,yes
1109,菲律宾,4.78,Fei1 lu:4 bin1,the Philippines,yes
1110,转变,4.78,zhuan3 bian4,to change; to transform; shift; transformation; CL:個|个[ge4],yes
1111,违反,4.78,wei2 fan3,to violate (a law),yes
1112,释放,4.78,shi4 fang4,to release; to set free; to liberate (a prisoner); to discharge,yes
1113,预计,4.78,yu4 ji4,to forecast; to predict; to estimate,yes
1114,一半,4.77,yi1 ban4,half,yes
1115,一致,4.77,yi1 zhi4,consistent; unanimous; in agreement; together; in unison,yes
1116,传说,4.77,chuan2 shuo1,legend; folk tale; to repeat from mouth to mouth; they say that...,yes
1117,刺激,4.77,ci4 ji1,to provoke; to irritate; to upset; to stimulate; to excite; irritant,yes
1118,协调,4.77,xie2 tiao2,to coordinate; to harmonize; to fit together; to match (colors etc); harmonious; concerted,yes
1119,哪些,4.77,na3 xie1,which ones?; who?; what?,yes
1120,哲学,4.77,zhe2 xue2,philosophy,yes
1121,士兵,4.77,shi4 bing1,soldier; CL:個|个[ge4],yes
1122,奇怪,4.77,qi2 guai4,strange; odd; to marvel; to be baffled,yes
1123,差异,4.77,cha1 yi4,difference; discrepancy,yes
1124,市民,4.77,shi4 min2,city resident,yes
1125,幸运,4.77,xing4 yun4,fortunate; lucky; good fortune; luck,yes
1126,承担,4.77,cheng2 dan1,to undertake; to assume (responsibility etc),yes
1127,收购,4.77,shou1 gou4,to buy; to purchase; to procure,yes
1128,收费,4.77,shou1 fei4,to charge a fee,yes
1129,星期,4.77,xing1 qi1,week; CL:個|个[ge4]; day of the week; Sunday,yes
1130,每次,4.77,mei3 ci4,every time,yes
1131,消费者,4.77,xiao1 fei4 zhe3,consumer,yes
1132,签署,4.77,qian1 shu3,to sign (an agreement),yes
1133,落实,4.77,luo4 shi2,practical; workable; to implement; to carry out; to decide,yes
1134,装备,4.77,zhuang1 bei4,equipment; to equip; to outfit,yes
1135,解放,4.77,jie3 fang4,to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 1949; CL:次[ci4],yes
1136,警告,4.77,jing3 gao4,to warn; to admonish,yes
1137,退出,4.77,tui4 chu1,to withdraw; to abort; to quit; to log out (computing),yes
1138,亿美元,4.76,,,no
1139,以外,4.76,yi3 wai4,apart from; other than; except for; external; outside of; on the other side of; beyond,yes
1140,俄国,4.76,E2 guo2,Russia,yes
1141,保险,4.76,bao3 xian3,insurance; to insure; safe; secure; be sure; be bound to; CL:份[fen4],yes
1142,全民,4.76,quan2 min2,entire population (of a country),yes
1143,博物馆,4.76,bo2 wu4 guan3,museum,yes
1144,占领,4.76,zhan4 ling3,to capture; to seize; to occupy by force,yes
1145,年底,4.76,nian2 di3,the end of the year; year-end,yes
1146,摄影,4.76,she4 ying3,to take a photograph; photography; to shoot (a movie),yes
1147,日报,4.76,ri4 bao4,daily newspaper,yes
1148,明星,4.76,ming2 xing1,star; celebrity,yes
1149,法庭,4.76,fa3 ting2,court of law,yes
1150,皇帝,4.76,huang2 di4,emperor; CL:個|个[ge4],yes
1151,相互,4.76,xiang1 hu4,each other; mutual,yes
1152,相应,4.76,xiang1 ying4,to correspond; answering (one another); to agree (among the part); corresponding; relevant; appropriate; (modify) accord,yes
1153,立刻,4.76,li4 ke4,immediately; at once; right away,yes
1154,结论,4.76,jie2 lun4,conclusion; verdict; CL:個|个[ge4]; to conclude; to reach a verdict,yes
1155,表明,4.76,biao3 ming2,to make clear; to make known; to state clearly; to indicate; known,yes
1156,记忆,4.76,ji4 yi4,to remember; to recall; memory,yes
1157,试验,4.76,shi4 yan4,"experiment; test; CL:次[ci4],個|个[ge4]; to experiment; experimental",yes
1158,随时,4.76,sui2 shi2,at any time; at all times; at the right time; whenever necessary,yes
1159,事故,4.75,shi4 gu4,"accident; CL:樁|桩[zhuang1],起[qi3],次[ci4]",yes
1160,事物,4.75,shi4 wu4,thing; object; CL:個|个[ge4],yes
1161,伊朗,4.75,Yi1 lang3,Iran,yes
1162,反而,4.75,fan3 er2,on the contrary; instead,yes
1163,坐在,4.75,,,no
1164,大规模,4.75,da4 gui1 mo2,large scale; extensive; wide scale; broad scale,yes
1165,安装,4.75,an1 zhuang1,to install; to erect; to fix; to mount; installation,yes
1166,将会,4.75,jiang1 hui4,auxiliary verb introducing future action: may (be able to); will (cause); should (enable); going to,yes
1167,希腊,4.75,Xi1 la4,Greece,yes
1168,年轻人,4.75,nian2 qing1 ren2,young people; youngster,yes
1169,总部,4.75,zong3 bu4,general headquarters,yes
1170,更是,4.75,geng4 shi4,even more (so),yes
1171,本地,4.75,ben3 di4,local; this locality,yes
1172,浙江,4.75,Zhe4 jiang1,see 浙江省[Zhe4 jiang1 Sheng3],yes
1173,海军,4.75,hai3 jun1,navy,yes
1174,热情,4.75,re4 qing2,cordial; enthusiastic; passion; passionate; passionately,yes
1175,牺牲,4.75,xi1 sheng1,to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice,yes
1176,睡觉,4.75,shui4 jiao4,to go to bed; to sleep,yes
1177,空气,4.75,kong1 qi4,air; atmosphere,yes
1178,职务,4.75,zhi2 wu4,post; position; job; duties,yes
1179,股东,4.75,gu3 dong1,shareholder; stockholder,yes
1180,街道,4.75,jie1 dao4,street; CL:條|条[tiao2]; subdistrict; residential district,yes
1181,袭击,4.75,xi2 ji1,attack (esp. surprise attack); raid; to attack,yes
1182,连接,4.75,lian2 jie1,to link; to join; to connect,yes
1183,一片,4.74,,,no
1184,一系列,4.74,yi1 xi4 lie4,a series of; a string of,yes
1185,两位,4.74,,,no
1186,仅仅,4.74,jin3 jin3,barely; only; merely; only (this and nothing more),yes
1187,卫星,4.74,wei4 xing1,satellite; moon; CL:顆|颗[ke1],yes
1188,固定,4.74,gu4 ding4,to fix; to fasten; to set rigidly in place; fixed; set; regular,yes
1189,垃圾,4.74,la1 ji1,trash; refuse; garbage; (coll.) of poor quality; Taiwan pr. [le4 se4],yes
1190,对外,4.74,dui4 wai4,external; foreign; pertaining to external or foreign (affairs),yes
1191,常常,4.74,chang2 chang2,frequently; often,yes
1192,旅行,4.74,lu:3 xing2,"to travel; journey; trip; CL:趟[tang4],次[ci4]",yes
1193,有所,4.74,you3 suo3,somewhat; to some extent,yes
1194,校长,4.74,xiao4 zhang3,"(college, university) president; headmaster; CL:個|个[ge4],位[wei4],名[ming2]",yes
1195,档案,4.74,dang4 an4,file; record; archive,yes
1196,欧盟,4.74,Ou1 meng2,European Union; EU,yes
1197,此次,4.74,ci3 ci4,this time,yes
